"14éme","14eme"
"miniaturisée","miniaturisation"
"miniaturisés","miniaturisation"
"miniers","minier"
"minima","minimum"
"minimales","minimal"
"minimaux","minimal"
"minimes","minime"
"minimisant","minimiser"
"minimisation","minimiser"
"minimise","minimiser"
"minimisé","minimiser"
"minimisées","minimiser"
"minimums","minimum"
"minis","mini"
"ministere","ministère"
"ministres","ministre"
"ministères","ministère"
"ministérielle","ministériel"
"ministérielles","ministériel"
"ministériels","ministériel"
"minière","minier"
"minières","minier"
"minoritaires","minoritaire"
"minorités","minorité"
"minoteries","minoterie"
"minutie","minutieux"
"minuties","minutieux"
"minutieuse","minutieux"
"minutieuses","minutieux"
"miné","miner"
"minérale","minéral"
"minérales","minéral"
"minéraliers","minéralier"
"minéralisés","minéralisé"
"minéralogiques","minéralogique"
"minéraux","minéral"
"mir","mire"
"mirabelles","mirabelle"
"mirages","mirage"
"miroirs","miroir"
"miroitiers","miroitier"
"mis","miser"
"misa","miser"
"misant","miser"
"mise","miser"
"misent","miser"
"mises","miser"
"missiles","missile"
"missionnaires","missionnaire"
"missionné","missionner"
"missionnés","missionner"
"missions","mission"
"misé","miser"
"mit","miser"
"mita","miter"
"mites","miter"
"mitigée","mitiger"
"mitigées","mitiger"
"mités","miter"
"mixage","mixer"
"mixe","mixer"
"mixers","mixer"
"mixeur","mixer"
"mixeurs","mixer"
"mixtes","mixte"
"mixtures","mixture"
"mixé","mixer"
"mixés","mixer"
"mobiles","mobile"
"mobiliers","mobilier"
"mobilisant","mobilisation"
"mobilisateur","mobilisation"
"mobilisateurs","mobilisation"
"mobilise","mobilisation"
"mobilisent","mobilisation"
"mobiliser","mobilisation"
"mobilisé","mobilisation"
"mobilisée","mobilisation"
"mobilisées","mobilisation"
"mobilisés","mobilisation"
"mobilière","mobilier"
"mobilières","mobilier"
"modalités","modalité"
"modelé","modeler"
"modelés","modeler"
"modems","modem"
"modernes","moderne"
"modernisations","modernisation"
"modernise","modernisation"
"modernisent","modernisation"
"moderniser","modernisation"
"modernisé","modernisation"
"modernisée","modernisation"
"modes","mode"
"modestes","modeste"
"modifiant","modifier"
"modifications","modification"
"modifie","modifier"
"modifient","modifier"
"modifié","modifier"
"modifiée","modifier"
"modifiées","modifier"
"modifiés","modifier"
"modula","modulation"
"modulables","modulable"
"modulaires","modulaire"
"modulant","modulation"
"modulations","modulation"
"module","modulation"
"moduler","modulation"
"modules","modulation"
"modulée","modulation"
"modulées","modulation"
"modulés","modulation"
"modèle","modeler"
"modèles","modeler"
"modéles","modeles"
"modélisé","modéliser"
"modélisée","modéliser"
"modéré","modérer"
"modérée","modérer"
"moellons","moellon"
"moines","moine"
"moisissures","moisissure"
"moissonneuses-batteuses","moissonneuse-batteuse"
"moissons","moisson"
"molaires","molaire"
"mole","môle"
"moleculaire","moléculaire"
"molettes","molette"
"molle","molles"
"mollusques","mollusque"
"moléculaires","moléculaire"
"molécules","molécule"
"momentanée","momentané"
"momentanées","momentané"
"momentanés","momentané"
"moments","moment"
"monceaux","monceau"
"mondains","mondain"
"mondelèz","mondelez"
"mondes","monde"
"mondiale","mondial"
"mondiales","mondial"
"mondiaux","mondial"
"moniteur-éducateur","moniteur éducateur"
"moniteurs","moniteur"
"monitrice","moniteur"
"mono-client","mono client"
"monochromes","monochrome"
"monoclonaux","monoclonal"
"monographies","monographie"
"monolithiques","monolithique"
"monologues","monologue"
"monomoteurs","monomoteur"
"monophasée","monophasé"
"monoplaces","monoplace"
"monopoles","monopole"
"monorails","monorail"
"monstres","monstre"
"montages","montage"
"montagnardes","montagnard"
"montagnes","montagne"
"montagneuse","montagne"
"montagneuses","montagne"
"montant","monter"
"montante","monter"
"montantes","monter"
"montants","monter"
"monte","monter"
"monte-charge","monte-charges"
"montera","monter"
"montes","monter"
"monteur-câbleur","monteur câbler"
"monteur-régleur","monteur régleur"
"monteurs","monteur"
"monteuse","monteur"
"monteuse-réparatrice","monteur réparateur"
"montgolfières","montgolfière"
"montrabé","montrabe"
"montrant","montrer"
"montre","montrer"
"montrent","montrer"
"montrera","montrer"
"montres","montrer"
"montré","montrer"
"montrée","montrer"
"monts","mont"
"montures","monture"
"monté","monter"
"montée","monter"
"montées","monter"
"montés","monter"
"monumentale","monumentales"
"monuments","monument"
"monéo","moneo"
"monétaires","monétaire"
"moquettes","moquette"
"morale","moral"
"morales","moral"
"moraux","moral"
"morceaux","morceau"
"morphologiques","morphologique"
"mortaiseuse","mortaiseur"
"mortels","mortel"
"mortiers","mortier"
"mortuaires","mortuaire"
"mosaïques","mosaïque"
"mosquées","mosquée"
"motarde","motard"
"motards","motard"
"moteur-roue","moteur rouer"
"moteurs","moteur"
"motifs","motif"
"motivant","motivation"
"motivante","motivation"
"motivateur","motivation"
"motivations","motivation"
"motive","motivation"
"motivent","motivation"
"motiver","motivation"
"motivez","motivation"
"motivé","motivation"
"motivée","motivation"
"motivées","motivation"
"motivés","motivation"
"moto-propulseur","moto propulseur"
"motocycles","motocycle"
"motoneiges","motoneige"
"motorisation","motoriser"
"motorisé","motoriser"
"motorisée","motoriser"
"motorisées","motoriser"
"motorisés","motoriser"
"motos","moto"
"motrice","moteur"
"motrices","moteur"
"mots","mot"
"mouches","mouche"
"mouettes","mouette"
"moufles","moufle"
"mouillages","mouillage"
"mouille","mouillage"
"mouillées","mouillage"
"mouillés","mouillage"
"moulages","moulage"
"moulantes","mouler"
"moule","mouler"
"moules","mouler"
"mouleur","mouler"
"moulinettes","moulinette"
"moulins","moulin"
"moulé","mouler"
"moulée","mouler"
"moulées","mouler"
"moulés","mouler"
"mous","mou"
"mousquetaires","mousquetaire"
"moussant","moussants"
"moustaches","moustache"
"moutardes","moutarde"
"moutonnière","moutonnier"
"moutons","mouton"
"mouvant","mouvants"
"mouvements","mouvement"
"moyen-long","moyen long"
"moyen-orient","moyen orient"
"moyenne","moyennement"
"moyennes","moyennement"
"moyens","moyen"
"moyeux","moyeu"
"mozaïk","mozaik"
"moëlle","moelle"
"moûts","moût"
"mq-séries","mq-series"
"muffins","muffin"
"mulets","mulet"
"multi-acteurs","multi acteur"
"multi-activité","multi activité"
"multi-activités","multi activité"
"multi-bennes","multi benne"
"multi-canaux","multi canal"
"multi-capteurs","multi capteur"
"multi-chip","multi chip"
"multi-client","multi client"
"multi-coeur","multi coeur"
"multi-composants","multi composer"
"multi-culturel","multiculturel"
"multi-culturelle","multiculturel"
"multi-culturels","multi culturel"
"multi-diffusion","multi diffusion"
"multi-dimensionnels","multidimensionnel"
"multi-disciplinaire","multidisciplinaire"
"multi-domaine","multi domaine"
"multi-domaines","multi domaine"
"multi-enseignes","multi enseigner"
"multi-espèces","multi espèce"
"multi-filiales","multi filial"
"multi-fonctions","multifonctions"
"multi-fréquences","multi fréquence"
"multi-jonctions","multi jonction"
"multi-ligne","multi ligne"
"multi-marchés","multi marcher"
"multi-marque","multi marquer"
"multi-marques","multi marquer"
"multi-matériaux","multi matériau"
"multi-missions","multi mission"
"multi-métiers","multi métier"
"multi-niveaux","multi niveau"
"multi-os","multi os"
"multi-paramètres","multi paramètre"
"multi-partenaires","multi partenaire"
"multi-physique","multi physique"
"multi-physiques","multi physique"
"multi-produits","multi produire"
"multi-projets","multi projet"
"multi-réseaux","multi réseau"
"multi-scalaire","multi scalaire"
"multi-secteurs","multi secteur"
"multi-senseurs","multi senseur"
"multi-services","multi service"
"multi-site","multi site"
"multi-sites","multi site"
"multi-source","multi source"
"multi-sources","multi source"
"multi-sport","multi sport"
"multi-sports","multi sport"
"multi-standard","multi standard"
"multi-supports","multi support"
"multi-utilisateurs","multi utilisateur"
"multi-écrans","multi écran"
"multi-énergie","multi énergie"
"multi-énergies","multi énergie"
"multi-établissements","multi établissement"
"multi-étapes","multi étape"
"multiculturelle","multiculturel"
"multidimensionnelle","multidimensionnel"
"multidimensionnels","multidimensionnel"
"multifonction","multifonctions"
"multimedia","multimédia"
"multinationale","multinational"
"multinationales","multinational"
"multinationaux","multinational"
"multiples","multiple"
"multiplexes","multiplexe"
"multipliant","multiplier"
"multiplications","multiplication"
"multiplie","multiplier"
"multiplient","multiplier"
"multiplié","multiplier"
"multipliée","multiplier"
"multipliées","multiplier"
"multipliés","multiplier"
"multitudes","multitude"
"multitâches","multitâche"
"municipale","municipal"
"municipales","municipal"
"municipalités","municipalité"
"municipaux","municipal"
"munitions","munition"
"murale","mural"
"murales","mural"
"muraux","mural"
"murets","muret"
"murir","mûrir"
"murs","mur"
"murs-rideaux","mur rideau"
"muscle","muscler"
"muscles","muscler"
"musculaires","musculaire"
"muses","muse"
"museum","muséum"
"musicale","musical"
"musicales","musical"
"musicaux","musical"
"musicienne","musicien"
"musiciens","musicien"
"musique-études","musique étude"
"mutant","muter"
"mutantes","muter"
"mutants","muter"
"mutations","mutation"
"mutins","mutin"
"mutualite","mutualité"
"mutualités","mutualité"
"mutuelle","mutuel"
"mutuelles","mutuel"
"mutuels","mutuel"
"muté","muter"
"mutée","muter"
"mutées","muter"
"mutés","muter"
"mwé","mwe"
"mystères","mystère"
"mythologies","mythologie"
"màj","maj"
"mâche","mâcher"
"mâchoires","mâchoire"
"mâconnaise","mâconnais"
"mâts","mât"
"mèches","mèche"
"mène","mener"
"mènerais","mener"
"mèneront","mener"
"mères","mère"
"mètre","métrer"
"mètres","métrer"
"méca3d","meca3d"
"mécanical","mecanical"
"mécanicien-réparateur","mécanicien réparateur"
"mécanicienne","mécanicien"
"mécanicienne-réparatrice","mécanicien réparateur"
"mécaniciens","mécanicien"
"mécaniques","mécanique"
"mécaniser","mécanisation"
"mécanismes","mécanisme"
"mécanisé","mécanisation"
"mécanisée","mécanisation"
"mécanisées","mécanisation"
"mécanisés","mécanisation"
"mécano-soudage","mécano soudage"
"mécano-soudure","mécano soudure"
"mécano-soudé","mécano souder"
"mécano-soudée","mécano souder"
"mécano-soudées","mécano souder"
"mécano-soudés","mécano souder"
"mécanos","mécano"
"mécaplast","mecaplast"
"mécaprotec","mecaprotec"
"mécontentements","mécontentement"
"mécènes","mécène"
"médaillée","médaillé"
"méde","mede"
"médecin","médecine"
"médecines","médecine"
"médecins","médecine"
"médi","medi"
"médiane","médian"
"médians","médian"
"médias","média"
"médiateurs","médiateur"
"médiatiques","médiatique"
"médiatisé","médiatiser"
"médiatisée","médiatiser"
"médiatrice","médiateur"
"médica","medica"
"médicale","médical"
"médicales","médical"
"médicamenteuse","médicamenteux"
"médicaments","médicament"
"médicaux","médical"
"médicaux-sociaux","médical social"
"médico","medico"
"médipôle","medipole"
"méditerranée","méditerrané"
"méditerranéenne","méditerranéen"
"méditerranéennes","méditerranéen"
"méditerranéens","méditerranéen"
"médiévale","médiéval"
"médiévales","médiéval"
"médiévaux","médiéval"
"mégajoules","mégajoule"
"mégastore","megastore"
"mégawatts","mégawatt"
"méknès","meknes"
"mélange","mélanger"
"mélangeant","mélanger"
"mélangent","mélanger"
"mélanges","mélanger"
"mélangeurs","mélangeur"
"mélangé","mélanger"
"mélangés","mélanger"
"mélanomes","mélanome"
"mélodies","mélodie"
"mémentos","mémento"
"mémoires","mémoire"
"mémorables","mémorable"
"mémorandums","mémorandum"
"mémorise","mémorisation"
"mémoriser","mémorisation"
"mémorisé","mémorisation"
"mémos","mémo"
"ménage","ménager"
"ménagers","ménager"
"ménages","ménager"
"ménagère","ménager"
"ménagères","ménager"
"ménagée","ménager"
"ménagés","ménager"
"ménard","menard"
"mérial","merial"
"méricq","mericq"
"méridienne","méridien"
"méridionale","méridional"
"méridionales","méridional"
"méru","meru"
"méry","mery"
"méta-données","méta donner"
"méta-heuristique","méta heuristique"
"méta4","meta4"
"métabolismes","métabolisme"
"métairies","métairie"
"métal-plastique","métal plastique"
"métaleurop","metaleurop"
"métallique-escalier","métallique escalier"
"métalliques","métallique"
"métallisé","métalliser"
"métallisée","métalliser"
"métallisées","métalliser"
"métallisés","métalliser"
"métallo--lactamases","metallo--lactamases"
"métallos","métallo"
"métallurgiques","métallurgique"
"métallurgistes","métallurgiste"
"métals","metals"
"métaux","métal"
"méthodes","méthode"
"méthodiques","méthodique"
"méthodistes","méthodiste"
"méthylation","methylation"
"méticuleuse","méticuleux"
"métiers","métier"
"métisse","métis"
"métissée","métissage"
"métrages","métrage"
"métreur-vérificateur","métreur vérificateur"
"métriques","métrique"
"métrolog","metrolog"
"métropoles","métropole"
"métropolitaine","métropolitain"
"métropolitaines","métropolitain"
"métropolitains","métropolitain"
"métros","métro"
"météo-océaniques","météo océanique"
"météor","meteor"
"météores","météore"
"météorites","météorite"
"météorologiques","météorologique"
"méxico","mexico"
"mêlant","mêler"
"mêle","mêler"
"mêlée","mêler"
"môret","moret"
"mûre","mûr"
"mûrissage","murissage"
"mûrisseries","mûrisserie"
"münster","munster"
"nacelles","nacelle"
"nage","nager"
"nageur-sauveteur","nageur sauveteur"
"nageurs","nageur"
"nageuse","nageur"
"naissait","naître"
"naissances","naissance"
"naissant","naître"
"naissante","naître"
"naissantes","naître"
"naissent","naître"
"nanas","nana"
"nano-matériaux","nano matériau"
"nano-objets","nano objet"
"nano-ordinateur","nano ordinateur"
"nano-ordinateurs","nano ordinateur"
"nano-satellite","nano satellite"
"nano-satellites","nano satellite"
"nanostructuré","nanostructure"
"nanostructurés","nanostructures"
"nantaise","nantais"
"nantaises","nantais"
"napolitaine","napolitain"
"napolitains","napolitain"
"napoléoniennes","napoléonien"
"narratifs","narratif"
"narrative","narratif"
"narratives","narratif"
"nasale","nasal"
"nasales","nasal"
"nasaux","nasal"
"natale","natal"
"natifs","natif"
"nationale","national"
"nationales","national"
"nationalités","nationalité"
"nationaux","national"
"nations","nation"
"nations-unies","nation unisson"
"native","natif"
"natives","natif"
"naturaliser","naturalisation"
"naturalistes","naturaliste"
"naturalisés","naturalisation"
"natures","nature"
"nautiques","nautique"
"navale","naval"
"navales","naval"
"navals","naval"
"navettes","navette"
"navigables","navigable"
"navigante","navigant"
"navigateurs","navigateur"
"navigations","navigation"
"navigatrice","navigateur"
"naviguant","naviguer"
"navigue","naviguer"
"navire-école","navire école"
"navires","navire"
"neerlandais","néerlandais"
"nems","nem"
"neo","néo"
"nerfs","nerf"
"nerveuse","nerveux"
"nerveuses","nerveux"
"nescafe","nescafé"
"nets","net"
"nette","net"
"nettes","net"
"nettoie","nettoyage"
"nettoyables","nettoyable"
"nettoyages","nettoyage"
"nettoyais","nettoyage"
"nettoyant","nettoyage"
"nettoyante","nettoyage"
"nettoyants","nettoyage"
"nettoyer","nettoyage"
"nettoyeurs","nettoyeur"
"nettoyeuse","nettoyeur"
"nettoyé","nettoyage"
"nettoyés","nettoyage"
"neuro-linguistique","neurolinguistique"
"neurochirurgienne","neurochirurgien"
"neurologiques","neurologique"
"neurologues","neurologue"
"neuronale","neuronal"
"neuronales","neuronal"
"neuronaux","neuronal"
"neurones","neurone"
"neutralisant","neutraliser"
"neutres","neutre"
"neutrinos","neutrino"
"neutrons","neutron"
"new-jersey","new jersey"
"new-york","new york"
"news","new"
"nia","nier"
"nice-côte","nice côte"
"niches","niche"
"nids","nid"
"nie","nier"
"nies","nier"
"nigéria","nigeria"
"nigérians","nigérian"
"nions","nier"
"nippone","nippon"
"nippones","nippon"
"nitrates","nitrate"
"niveaux","niveau"
"niveleurs","niveleur"
"niveleuse","niveleur"
"nivelle","niveler"
"nivéa","nivea"
"niçoise","niçois"
"nièpce","niepce"
"niéur","nieur"
"nobles","noble"
"nocifs","nocif"
"noctambules","noctambule"
"nocturnes","nocturne"
"nodales","nodal"
"noel","noël"
"noeuds","noeud"
"noire","noir"
"noires","noir"
"noirs","noir"
"noises","noise"
"noisettes","noisette"
"nomades","nomade"
"nombres","nombre"
"nomenclatures","nomenclature"
"nominale","nominal"
"nominales","nominal"
"nominations","nomination"
"nominatives","nominative"
"nominée","nominé"
"nommant","nommer"
"nomme","nommer"
"nommé","nommer"
"nommée","nommer"
"nommées","nommer"
"nommés","nommer"
"noms","nom"
"nord-africaine","nord-africain"
"nord-américaine","nord-américain"
"nord-américains","nord-américain"
"nordiques","nordique"
"norias","noria"
"normale","normal"
"normales","normal"
"normalisée","normaliser"
"normalisées","normaliser"
"normalisés","normalisé"
"normande","normand"
"normandes","normand"
"normands","normand"
"normative","normatif"
"normaux","normal"
"normes","norme"
"norvégienne","norvégien"
"norvégiennes","norvégien"
"norvégiens","norvégien"
"nota","notion"
"notables","notable"
"notaires","notaire"
"notariale","notarial"
"notariaux","notarial"
"notations","notation"
"note","notion"
"noter","notion"
"notera","notion"
"notes","notion"
"notices","notice"
"notifié","notifier"
"notifiées","notifier"
"notions","notion"
"notons","notion"
"noté","notion"
"notées","notion"
"notés","notion"
"nouant","nouer"
"noue","nouer"
"nouent","nouer"
"nougats","nougat"
"nouilles","nouille"
"nounous","nounou"
"nourri","nourrir"
"nourrices","nourrice"
"nourris","nourrir"
"nourrissant","nourrir"
"nourrissons","nourrisson"
"nourrit","nourrir"
"nourritures","nourriture"
"nouveau-nés","nouveau-né"
"nouveautés","nouveauté"
"nouveaux-nés","nouveau-né"
"nouvelle-guinée","nouvelles guinée"
"noué","nouer"
"noués","nouer"
"nova","nover"
"novateurs","novateur"
"novatrice","novateur"
"novatrices","novateur"
"nove","nover"
"novices","novice"
"noyades","noyade"
"noyant","noyer"
"noyauté","noyautage"
"noyaux","noyau"
"noyers","noyer"
"noyé","noyer"
"noyées","noyer"
"noyés","noyer"
"noé","noe"
"nté","nte"
"nuages","nuage"
"nucléaires","nucléaire"
"nui","nuire"
"nuisances","nuisance"
"nuisibles","nuisible"
"nuit","nuire"
"nuits","nuire"
"numerique","numérique"
"numéricable","numericable"
"numéricâble","numericable"
"numériques","numérique"
"numérise","numérisation"
"numériser","numérisation"
"numérisé","numérisation"
"numérisée","numérisation"
"numérisées","numérisation"
"numéros","numéro"
"nutritifs","nutritif"
"nutrition-santé","nutrition santé"
"nutritionnelle","nutritionnel"
"nutritive","nutritif"
"nutritives","nutritif"
"nymphéas","nymphéa"
"nécessaires","nécessaire"
"nécessitait","nécessiter"
"nécessitant","nécessiter"
"nécessite","nécessiter"
"nécessitent","nécessiter"
"nécessité","nécessiter"
"nécessitée","nécessiter"
"nécessités","nécessiter"
"nécéssaires","necessaires"
"née","naître"
"néerlandaise","néerlandais"
"néerlandaises","néerlandais"
"nées","naître"
"négatifs","négatif"
"négative","négatif"
"négatives","négatif"
"négoces","négoce"
"négocia","négociation"
"négociables","négociable"
"négociais","négociation"
"négociant","négociation"
"négociante","négociation"
"négociants","négociation"
"négociateurs","négociateur"
"négociations","négociation"
"négociatrice","négociateur"
"négocie","négociation"
"négocier","négociation"
"négocions","négociation"
"négocié","négociation"
"négociée","négociation"
"négociées","négociation"
"négociés","négociation"
"négresco","negresco"
"nématodes","nématode"
"néo-zélandaise","néo-zélandais"
"néocase","neocase"
"néolane","neolane"
"néoma","neoma"
"néons","néon"
"népalaise","népalais"
"nés","naître"
"objectifs","objectif"
"objection","objections"
"objective","objectiver"
"objectives","objectif"
"objets","objet"
"obligataires","obligataire"
"obligations","obligation"
"obligatoires","obligatoire"
"oblige","obliger"
"obligeant","obliger"
"obligent","obliger"
"obligé","obliger"
"obligés","obliger"
"oblè","oble"
"observant","observation"
"observateurs","observateur"
"observations","observation"
"observatoires","observatoire"
"observatrice","observateur"
"observe","observation"
"observer","observation"
"observons","observation"
"observé","observation"
"observée","observation"
"observées","observation"
"observés","observation"
"obsolètes","obsolète"
"obstacles","obstacle"
"obstétriciens","obstétricien"
"obtenant","obtenir"
"obtenu","obtenir"
"obtenue","obtenir"
"obtenues","obtenir"
"obtenus","obtenir"
"obtiennent","obtenir"
"obtiens","obtenir"
"obtient","obtenir"
"obturateur","obturation"
"obturateurs","obturation"
"obèses","obèse"
"obéissant","obéir"
"obéit","obéir"
"occasionnant","occasionner"
"occasionnelle","occasionnel"
"occasionnelles","occasionnel"
"occasionnels","occasionnel"
"occasionnent","occasionner"
"occasionnée","occasionner"
"occasionnés","occasionner"
"occasions","occasion"
"occidentale","occidental"
"occidentales","occidental"
"occidentaux","occidental"
"occitane","occitan"
"occupa","occuper"
"occupais","occuper"
"occupait","occuper"
"occupant","occuper"
"occupants","occuper"
"occupations","occupation"
"occupe","occuper"
"occupent","occuper"
"occupes","occuper"
"occupé","occuper"
"occupée","occuper"
"occupées","occuper"
"occupés","occuper"
"occurrences","occurrence"
"octroie","octroi"
"octrois","octroi"
"octroyer","octroi"
"octroyé","octroi"
"octroyés","octroi"
"oculaires","oculaire"
"océa","ocea"
"océan-atmosphère","océan atmosphère"
"océane","océan"
"océania","oceania"
"océaniques","océanique"
"océanographiques","océanographique"
"océans","océan"
"odeurs","odeur"
"oenologues","oenologue"
"oeufs","oeuf"
"oeuvrant","oeuvrer"
"oeuvre","oeuvrer"
"oeuvrent","oeuvrer"
"oeuvres","oeuvrer"
"oeuvré","oeuvrer"
"offensive","offensif"
"offensives","offensif"
"offert","offrir"
"offerte","offrir"
"offertes","offrir"
"offerts","offrir"
"offices","office"
"officialise","officialiser"
"officiant","officier"
"officie","officier"
"officielle","officiel"
"officielles","officiel"
"officiels","officiel"
"officiers","officier"
"officines","officine"
"officière","officier"
"officié","officier"
"offrait","offrir"
"offrant","offrir"
"offre","offrir"
"offre-suivi","offrir suivi"
"offrent","offrir"
"offres","offrir"
"offrira","offrir"
"oignon","oignons"
"oil","oïl"
"oiseaux","oiseau"
"oisons","oison"
"olfactifs","olfactif"
"olfactive","olfactif"
"olfactives","olfactif"
"olives","olive"
"oliviers","olivier"
"olympes","olympe"
"olympiades","olympiade"
"olympiques","olympique"
"ombilicaux","ombilical"
"ombrages","ombrage"
"ombre","ombres"
"ombrelles","ombrelle"
"omelettes","omelette"
"omni-canal","omni canal"
"onc","once"
"oncologues","oncologue"
"ondes","onde"
"ondule","ondulation"
"onduler","ondulation"
"ondulé","ondulation"
"ondulée","ondulation"
"ondulées","ondulation"
"ondulés","ondulation"
"ongles","ongle"
"onusienne","onusien"
"onéreuses","onéreux"
"opaques","opaque"
"open-source","open source"
"ophtalmologistes","ophtalmologiste"
"opinions","opinion"
"opportune","opportun"
"opportunistes","opportuniste"
"opportunités","opportunité"
"opportuns","opportun"
"oppositions","opposition"
"opta","opter"
"opte","opter"
"opticien-lunetier","opticien lunetier"
"opticienne","opticien"
"opticiens","opticien"
"optima","optimum"
"optimale","optimal"
"optimales","optimal"
"optimaux","optimal"
"optimise","optimisation"
"optimiser","optimisation"
"optimisez","optimisation"
"optimisé","optimisation"
"optimisées","optimisation"
"optionnelle","optionnel"
"options","option"
"optiques","optique"
"opté","opter"
"opère","opérer"
"opèrent","opérer"
"opéra","opérer"
"opérant","opérer"
"opéras","opérer"
"opérateur-régleur","opérateur régleur"
"opérateurs","opérateur"
"opérationnelle","opérationnel"
"opérationnelles","opérationnel"
"opérationnels","opérationnel"
"opérations","opération"
"opératoires","opératoire"
"opératrice","opérateur"
"opératrices","opérateur"
"opéré","opérer"
"opérée","opérer"
"opérés","opérer"
"oracles","oracle"
"orages","orage"
"orageux","orage"
"orale","oral"
"orales","oral"
"oranges","orange"
"orateurs","orateur"
"oratoires","oratoire"
"oratrice","orateur"
"oraux","oral"
"orbitale","orbital"
"orbitales","orbital"
"orchestra","orchestrer"
"orchestre","orchestrer"
"orchestrent","orchestrer"
"orchestres","orchestrer"
"orchestré","orchestrer"
"orchestrées","orchestrer"
"orchestrés","orchestrer"
"orchidées","orchidée"
"ordinaires","ordinaire"
"ordinateurs","ordinateur"
"ordonnancer","ordonnancement"
"ordonnances","ordonnance"
"ordonnateurs","ordonnateur"
"ordonnatrice","ordonnateur"
"ordonne","ordonner"
"ordonné","ordonner"
"ordonnée","ordonner"
"ordonnés","ordonner"
"ordres","ordre"
"ordures","ordure"
"oreillers","oreiller"
"oreilles","oreille"
"orfèvres","orfèvre"
"organes","organe"
"organiques","organique"
"organisa","organisation"
"organisaient","organisation"
"organisais","organisation"
"organisant","organisation"
"organisateurs","organisateur"
"organisationnelle","organisationnel"
"organisations","organisation"
"organisatrice","organisateur"
"organise","organisation"
"organisent","organisation"
"organiser","organisation"
"organises","organisation"
"organisez","organisation"
"organismes","organisme"
"organisons","organisation"
"organisé","organisation"
"organisée","organisation"
"organisées","organisation"
"organisés","organisation"
"orges","orge"
"orgues","orgue"
"orientait","orientation"
"orientale","oriental"
"orientales","oriental"
"orientant","orientation"
"orientation-psychologue","orientation psychologue"
"orientations","orientation"
"orientaux","oriental"
"oriente","orientation"
"orientent","orientation"
"orienter","orientation"
"orients","orient"
"orienté","orientation"
"orientée","orientation"
"orientée-objet","orientation objet"
"orientées","orientation"
"orientés","orientation"
"orifices","orifice"
"originaires","originaire"
"originale","original"
"originales","original"
"originaux","original"
"origines","origine"
"orléanaise","orléanais"
"ormes","orme"
"orne","orner"
"ornementale","ornemental"
"ornementales","ornemental"
"ornementations","ornementation"
"ornements","ornement"
"ornés","orner"
"orphelinats","orphelinat"
"orpheline","orphelin"
"orphelines","orphelin"
"orphelins","orphelin"
"orthographiques","orthographique"
"orthophonistes","orthophoniste"
"orthopédiques","orthopédique"
"osa","oser"
"osai","oser"
"osait","oser"
"oscillant","oscillants"
"oscillations","oscillation"
"ose","oser"
"oses","oser"
"osez","oser"
"osmoses","osmose"
"osons","oser"
"ossatures","ossature"
"osseuse","osseux"
"osseuses","osseux"
"ostéopathes","ostéopathe"
"osées","oser"
"oséo","oseo"
"osés","oser"
"oublie","oublier"
"oublis","oubli"
"oublié","oublier"
"oubliée","oublier"
"oubliés","oublier"
"oulmès","oulmes"
"ourse","ours"
"oursons","ourson"
"outardes","outarde"
"outillages","outillage"
"outillé","outiller"
"outillée","outiller"
"outillées","outiller"
"outillés","outiller"
"outils","outil"
"ouvertes","ouvrir"
"ouvertures","ouverture"
"ouvrables","ouvrable"
"ouvrant","ouvrir"
"ouvrants","ouvrir"
"ouvre","ouvrir"
"ouvrent","ouvrir"
"ouvres","ouvrir"
"ouvreuse","ouvreur"
"ouvreuses","ouvreur"
"ouvriers","ouvrier"
"ouvrira","ouvrir"
"ouvrière","ouvrier"
"ouvrières","ouvrier"
"ouvrons","ouvrir"
"ovaires","ovaire"
"ovins","ovin"
"ovocytes","ovocyte"
"oxydant","oxydation"
"oxyde","oxydation"
"oxydes","oxydation"
"oxydé","oxydation"
"oxygène","oxygénation"
"oxygénée","oxygénation"
"oxygénés","oxygénation"
"oïkos","oikos"
"oïl&gaz","oil&gaz"
"pacemakers","pacemaker"
"pacifiques","pacifique"
"pack-office","pack office"
"packs","pack"
"pactes","pacte"
"pages","page"
"pagnes","pagne"
"paie","payer"
"paie-comptabilité","payer comptabilité"
"paiements","paiement"
"paiera","payer"
"paieront","payer"
"paies","payer"
"paillasses","paillasse"
"pailles","paille"
"paillettes","paillette"
"pains","pain"
"paire","pair"
"paires","pair"
"pairs","pair"
"pakistanaise","pakistanais"
"palaces","palace"
"palans","palan"
"palatine","palatin"
"palatines","palatin"
"pale","pâle"
"palefrenière","palefrenier"
"pales","pâle"
"palets","palet"
"palettes","palette"
"paliers","palier"
"palière","palier"
"palmeraies","palmeraie"
"palmes","palme"
"palmiers","palmier"
"pals","pal"
"paléontologues","paléontologue"
"paléttiseur","palettiseur"
"panaméenne","panaméen"
"pancréatiques","pancréatique"
"pandas","panda"
"pane","panés"
"paniers","panier"
"panneaux","panneau"
"pannes","panne"
"panoplies","panoplie"
"panoramas","panorama"
"panoramiques","panoramique"
"pansements","pansement"
"pantalons","pantalon"
"pantheon","panthéon"
"panthéon-sorbonne","panthéon sorbonne"
"pantographes","pantographe"
"pané","panés"
"papes","pape"
"papeteries","papeterie"
"papetiers","papetier"
"papiers","papier"
"papilles","papille"
"papillons","papillon"
"papèterie","papeterie"
"paquebots","paquebot"
"paquetages","paquetage"
"paquets","paquet"
"para","paraître"
